"ID","FEMALE","MALE","AGE","S","ASVAB01","ASVAB02","ASVAB03","ASVAB04","ASVAB05","ASVAB06","ASVABC","EARNINGS"
"403",11953,1,0,42,12,50,42,47,50,49,59,45.90578,8.5
"404",1017,1,0,40,16,46,54,54,56,54,57,55.9927,19.71
"405",4589,1,0,42,12,46,43,54,53,59,54,49.17721,13.66
"406",935,1,0,44,12,50,45,48,56,52,58,49.44983,9.46
"407",1902,1,0,38,12,48,50,50,50,53,45,51.08555,16.84
"408",5066,1,0,38,18,54,43,55,59,47,53,51.08555,6.15
"409",1803,1,0,40,17,54,53,57,53,62,48,55.44746,13.37
"410",89,1,0,43,16,56,58,60,62,55,56,61.44509,23.07
"411",3652,1,0,40,10,44,40,39,23,59,52,35.27361,14.22
"412",2003,1,0,41,12,30,34,34,35,42,50,33.91051,8.32
"413",3096,1,0,43,13,50,53,57,56,61,60,56.26532,10
"414",1065,1,0,43,12,48,54,56,59,62,59,57.3558,14.5
"415",3355,1,0,42,14,56,58,56,53,62,72,57.90104,18.37
"416",1082,1,0,39,16,54,59,56,44,54,53,55.9927,14.42
"417",3651,1,0,42,16,48,57,51,53,62,56,55.9927,23.93
"418",1947,1,0,41,12,50,46,50,50,52,56,48.90459,8.35
"419",1233,1,0,42,14,50,42,54,53,41,32,48.63197,17.01
"420",1974,1,0,41,17,60,66,61,59,59,60,65.26176,14.32
"421",249,1,0,39,17,32,58,38,47,61,49,51.35817,6.5
"422",3964,1,0,44,16,52,58,59,59,59,63,60.35461,13
"423",4206,1,0,39,12,30,40,29,35,28,42,35.81885,7.85
"424",2690,1,0,40,12,40,43,42,50,53,55,45.08792,12.75
"425",1886,1,0,44,18,50,66,61,59,59,59,65.26176,38.46
"426",1502,1,0,38,16,60,65,57,59,62,59,63.62605,28
"427",4780,1,0,42,12,46,43,44,53,62,57,46.45102,12.9
"428",4190,1,0,41,20,56,62,61,62,62,62,63.89867,24.12
"429",2580,1,0,41,12,46,57,51,56,52,63,56.81056,10.43
"430",2570,1,0,40,16,64,62,57,50,56,59,59.53675,16
"431",3993,1,0,44,12,60,43,52,56,41,52,49.44983,8
"432",5199,1,0,44,15,64,55,59,53,43,54,57.08318,10
"433",2678,1,0,40,14,56,62,48,53,62,54,57.90104,7.06
"434",2934,1,0,40,7,32,42,29,26,40,28,34.45576,8
"435",5298,1,0,38,12,48,49,47,47,41,42,48.90459,13.67
"436",5282,1,0,43,13,36,46,51,44,44,51,47.5415,13.79
"437",591,1,0,38,14,52,61,56,62,47,54,61.99033,16.41
"438",4227,1,0,40,18,56,57,57,62,57,55,60.082,22.52
"439",5386,1,0,41,16,40,61,56,53,62,58,59.53675,120.19
"440",2310,1,0,38,13,34,45,37,41,48,39,42.36172,16.34
"441",3061,1,0,44,16,54,53,54,50,61,47,53.81174,24.03
"442",664,1,0,42,17,60,49,54,53,59,59,52.44865,18.08
"443",2210,1,0,38,12,34,38,35,44,58,52,38.81767,12.17
"444",1276,1,0,38,16,52,54,57,62,61,58,58.44628,16.34
"445",1130,1,0,42,12,58,43,60,56,40,48,51.63079,18.99
"446",4378,1,0,41,12,40,46,39,50,49,44,45.90578,53.25
"447",1592,1,0,37,12,46,45,38,44,47,54,43.4522,6.75
"448",3248,1,0,39,12,60,54,52,53,53,54,54.6296,18.16
"449",1312,1,0,44,12,52,45,56,56,52,46,51.63079,8.42
"450",1074,1,0,40,12,36,34,41,35,48,47,35.81885,9.5
"451",2591,1,0,39,12,38,53,52,50,62,62,53.26651,8.93
"452",5104,1,0,39,14,48,50,52,56,61,59,53.26651,13.75
"453",1238,1,0,44,13,58,53,60,50,44,45,55.44746,8.75
"454",2294,1,0,38,16,52,50,50,56,47,45,52.72127,8.65
"455",3626,1,0,43,16,56,47,57,56,61,52,52.99389,16.02
"456",3832,1,0,39,12,48,40,51,47,62,43,45.08792,21.25
"457",2061,1,0,40,16,58,65,55,59,62,62,63.08081,55.28
"458",11774,1,0,40,12,50,46,57,50,62,34,50.81293,18.26
"459",3337,1,0,40,18,52,64,57,59,61,56,63.08081,31.01
"460",4459,1,0,41,12,44,40,47,56,37,40,46.45102,10
"461",2818,1,0,38,14,44,58,52,56,49,46,57.62842,16.1
"462",1327,1,0,40,12,46,47,57,53,55,62,52.17603,13.17
"463",3322,1,0,43,13,38,47,37,35,33,29,41.81648,8.26
"464",4826,1,0,41,18,52,53,57,56,62,66,56.26532,25.09
"465",1034,1,0,44,7,36,42,29,35,46,45,36.90933,10.5
"466",2405,1,0,42,16,44,35,39,26,36,46,33.36528,16.95
"467",5308,1,0,40,13,46,35,39,32,52,54,35.001,8
"468",5103,1,0,40,12,50,45,54,53,62,62,50.26769,8.33
"469",12032,1,0,38,12,38,39,35,38,32,39,37.72719,9.83
"470",3846,1,0,38,12,46,53,50,53,62,65,53.53913,24.39
"471",2295,1,0,43,15,46,40,43,62,55,57,46.99625,11.12
"472",3406,1,0,38,17,58,51,59,59,50,47,56.53794,11.87
"473",4413,1,0,38,16,42,36,39,38,43,48,37.18195,15.73
"474",2434,1,0,44,12,46,57,59,56,62,62,58.99152,15
"475",2016,1,0,41,17,52,55,51,62,55,45,57.3558,20.63
"476",855,1,0,43,12,48,57,55,56,62,72,57.90104,7.75
"477",3576,1,0,42,12,52,46,59,56,55,65,52.99389,6
"478",952,1,0,38,12,54,58,41,53,61,59,53.81174,23
"479",4849,1,0,38,12,44,46,54,44,48,37,48.35935,6.88
"480",21,1,0,40,16,48,65,59,56,62,61,63.35343,38.46
"481",5195,1,0,40,12,42,54,52,56,44,56,55.44746,13.56
"482",953,1,0,43,12,56,59,56,59,53,57,60.082,9.5
"483",849,1,0,42,12,40,46,47,44,51,40,46.45102,11.9
"484",244,1,0,45,12,62,58,60,59,53,57,60.62724,7
"485",5372,1,0,43,16,56,65,61,56,52,59,63.89867,7.69
"486",2740,1,0,38,16,44,46,50,56,51,51,50.54031,41.86
"487",3107,1,0,38,15,46,49,48,50,42,50,49.99507,11.05
"488",1616,1,0,44,14,54,62,59,59,62,65,62.53557,19.75
"489",3809,1,0,40,16,60,64,59,59,52,59,63.62605,25.75
"490",5280,1,0,39,12,44,39,34,47,41,47,39.90815,12.25
"491",1141,1,0,43,12,38,34,51,50,57,54,42.63434,11
"492",2775,1,0,42,12,56,57,57,56,59,37,58.44628,14.5
"493",1495,1,0,44,12,44,40,47,50,50,49,44.8153,8.3
"494",5055,1,0,40,14,48,45,47,56,54,65,49.17721,10.48
"495",896,1,0,40,16,60,66,60,59,62,65,64.98915,8.97
"496",5148,1,0,44,12,38,43,48,53,44,54,47.5415,18.75
"497",4600,1,0,38,12,42,50,54,56,62,38,53.81174,20
"498",810,1,0,42,16,52,59,60,62,62,68,61.99033,36.24
"499",5128,1,0,40,11,62,49,57,56,51,54,54.08437,11.5
"500",2230,1,0,37,16,56,57,56,56,62,55,58.17366,21.78
"501",3457,1,0,39,14,40,42,39,35,50,36,39.63553,13.8
"502",2424,1,0,39,12,54,55,54,59,49,48,57.3558,10.17
"503",401,1,0,41,12,52,42,43,50,46,46,44.8153,6.81
"504",834,1,0,42,12,32,35,35,50,53,52,38.81767,9.37
"505",2286,1,0,38,16,56,61,56,59,62,56,61.17247,23.25
"506",3897,1,0,41,17,42,47,51,53,61,68,50.54031,48.07
"507",4769,1,0,42,12,46,53,52,47,58,57,52.44865,11.5
"508",2275,1,0,37,12,46,42,46,41,51,50,43.17958,9.25
"509",704,1,0,44,13,54,51,51,53,48,50,52.72127,23
"510",4872,1,0,39,17,38,39,39,44,50,43,40.45338,21.91
"511",1223,1,0,38,13,32,36,26,23,40,25,29.5486,6.75
"512",1427,1,0,38,14,56,59,56,53,62,58,58.44628,38.26
"513",11878,1,0,38,12,46,36,47,50,51,47,42.63434,9.25
"514",12042,1,0,39,12,28,39,31,26,46,57,33.36528,13
"515",2049,1,0,40,16,58,65,54,56,57,39,61.99033,16.18
"516",743,1,0,42,18,64,59,55,59,62,57,59.80938,12
"517",5115,1,0,43,12,42,46,51,62,43,41,52.44865,10.5
"518",655,1,0,42,16,56,43,54,50,61,59,48.35935,23.07
"519",5427,1,0,42,13,56,50,50,50,59,56,51.08555,13.75
"520",4376,1,0,45,14,60,54,57,56,44,52,56.81056,18
"521",2243,1,0,40,16,52,58,57,53,57,65,58.17366,15
"522",4045,1,0,40,16,48,50,39,47,51,46,47.26888,15
"523",1519,1,0,41,12,56,46,48,59,31,31,50.81293,17.5
"524",11752,1,0,44,12,40,36,37,50,53,60,39.90815,9.46
"525",862,1,0,43,11,42,55,55,50,41,50,55.17484,21.63
"526",12036,1,0,44,15,60,58,61,56,61,57,60.082,13.74
"527",2942,1,0,37,13,30,34,37,41,40,43,36.36409,14.97
"528",4968,1,0,38,14,66,59,61,56,47,54,60.62724,23
"529",2394,1,0,44,12,50,59,60,62,62,72,61.99033,14.5
"530",3242,1,0,40,12,42,50,55,53,59,56,53.26651,14.75
"531",1655,1,0,45,14,46,51,48,56,62,69,52.72127,15.75
"532",1490,1,0,39,12,44,35,38,38,51,40,36.36409,13.42
"533",5387,1,0,40,16,56,55,54,56,62,50,56.53794,30
"534",1551,1,0,44,12,52,38,54,50,49,56,45.63316,9.5
"535",5614,1,0,37,12,40,34,41,41,32,37,37.45457,9.75
"536",682,1,0,39,12,44,38,46,50,51,50,43.4522,9.5
"537",1564,1,0,42,14,58,58,60,62,52,56,61.44509,17.3
"538",4373,1,0,38,12,36,40,44,53,43,50,44.8153,27.52
"539",1444,1,0,40,13,48,46,43,62,53,58,50.26769,3.88
"540",1056,1,0,42,12,48,34,38,50,44,54,39.09029,11.13
